date,year,ward_id,district,upazila,lat,lon,scenario,C1_air,C2_water,C3_thermal,C4_green,C5_socio,HHI,vulnerability_zone
2026-01-01,2026,3,Gazipur,Sreepur,24.09,90.47,S2,40.14270865593718,35.15897978827255,43.00122887590132,45.25129583009559,38.03515123677696,39.62614932890415,Moderate
2026-01-01,2026,4,Gazipur,Kaliganj,23.92,90.57,S2,43.51741911131201,31.479152341328533,40.56323425804301,43.31381391349625,43.525511508932546,40.0924302427861,Moderate
2026-01-01,2026,5,Gazipur,Kapasia,24.08,90.57,S2,31.923809454341285,28.153698933667755,33.89117609999517,36.96809299445583,20.478179791699358,30.57277051242995,Moderate
2026-01-01,2026,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,62.07403785537752,77.24848960401796,76.8233695957686,76.29683066439223,83.73004786769009,71.69892049424337,At-Risk
2026-01-01,2026,7,Narayanganj,Bandar,23.6,90.52,S2,51.63603804558987,53.65104364811162,62.534851586473025,63.054053695397,67.07238381189676,56.52843523756472,At-Risk
2026-01-01,2026,8,Narayanganj,Rupganj,23.75,90.53,S2,59.7702251232986,65.23976584542183,62.29682530198302,71.2590823530026,72.26334815306114,63.86339428678084,At-Risk
2026-01-01,2026,9,Narayanganj,Sonargaon,23.65,90.62,S2,32.44452542315842,39.148208620039064,41.56196798685761,47.79459772868271,36.336972623764396,37.33780650231387,Moderate
2026-01-01,2026,10,Narayanganj,Araihazar,23.78,90.65,S2,36.085231916405604,35.03018915134769,44.462392833508716,48.48702830481391,29.818010160535497,37.6326277824523,Moderate
2027-01-01,2027,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,57.136411451803646,51.69747637179283,74.6511644420222,65.84778468661746,80.59099413205048,61.86688866275232,At-Risk
2027-01-01,2027,2,Gazipur,Kaliakair,24.06,90.22,S2,46.601662586551974,34.0635017113997,59.23598571555564,51.25656910677676,62.5564432103687,47.66445605967997,Moderate
2027-01-01,2027,3,Gazipur,Sreepur,24.09,90.47,S2,35.735969631707135,27.691263413226956,41.245322733380604,45.25129583009559,38.796571338808825,35.839994031223505,Moderate
2027-01-01,2027,4,Gazipur,Kaliganj,23.92,90.57,S2,38.835894288253044,24.827610218474504,39.195712895851436,43.31381391349625,44.335361810765335,36.462407144473794,Moderate
2027-01-01,2027,5,Gazipur,Kapasia,24.08,90.57,S2,28.186294297601155,21.51152444694775,32.459124964859,36.96809299445583,21.029017048247095,27.285526996095214,Moderate
2027-01-01,2027,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,55.881540351083025,67.51213552136414,74.42918772548428,76.29683066439223,84.12735964365413,66.50415623530763,At-Risk
2027-01-01,2027,7,Narayanganj,Bandar,23.6,90.52,S2,46.29345467580733,45.580032880026344,60.67106576749624,63.054053695397,68.0864312753528,52.22972859451801,At-Risk
2027-01-01,2027,8,Narayanganj,Rupganj,23.75,90.53,S2,53.765315570713625,55.5513268245647,60.242057936861215,71.2590823530026,72.60661019965431,58.80401108403765,At-Risk
2027-01-01,2027,9,Narayanganj,Sonargaon,23.65,90.62,S2,28.664610968657357,32.13851021755522,40.07304900345428,47.79459772868271,37.075326631956564,33.954605269988505,Moderate
2027-01-01,2027,10,Narayanganj,Araihazar,23.78,90.65,S2,32.00887293569188,28.641302734178403,43.144104588782035,48.48702830481391,30.485720199503668,34.301919301357344,Moderate
2028-01-01,2028,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,51.34596017742016,43.44426919532436,72.38180150797564,65.84778468661746,80.98453604085884,57.21430557726178,At-Risk
2028-01-01,2028,2,Gazipur,Kaliakair,24.06,90.22,S2,41.6690032385216,26.433627121906483,57.19534114022833,51.25656910677676,63.568837874804316,43.60902308259945,Moderate
2028-01-01,2028,3,Gazipur,Sreepur,24.09,90.47,S2,31.688049332524976,22.375602287915765,39.64034947709926,45.25129583009559,39.56764775649507,32.747385502327475,Moderate
2028-01-01,2028,4,Gazipur,Kaliganj,23.92,90.57,S2,34.535562623911666,18.377762790088457,37.947500189160955,43.31381391349625,45.15539726442432,33.05436244056129,Moderate
2028-01-01,2028,5,Gazipur,Kapasia,24.08,90.57,S2,24.7531063124986,16.752449331897427,31.15163682198589,36.96809299445583,21.58680627422535,24.599932136936943,Acceptable
2028-01-01,2028,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,50.193266956075696,58.635824475140865,72.23791034257245,76.29683066439223,84.53017780216018,61.75402850142089,At-Risk
2028-01-01,2028,7,Narayanganj,Bandar,23.6,90.52,S2,41.385891156909345,38.039578447084835,58.966996937414216,63.054053695397,68.39810216680851,48.18625758938502,Moderate
2028-01-01,2028,8,Narayanganj,Rupganj,23.75,90.53,S2,48.24935577844787,46.559761976381594,58.36255823302905,71.2590823530026,72.95464813267802,54.138869401846364,At-Risk
2028-01-01,2028,9,Narayanganj,Sonargaon,23.65,90.62,S2,25.192476048614044,25.431625761075345,38.71332347685916,47.79459772868271,37.82300606378625,30.790126394905233,Moderate
2028-01-01,2028,10,Narayanganj,Araihazar,23.78,90.65,S2,28.264431484982786,22.47640699045848,41.94111619296683,48.48702830481391,31.16185857914043,31.17806608219205,Moderate
2029-01-01,2029,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,46.026996398053335,35.677666904672996,70.30517967941847,65.84778468661746,81.38354827164713,52.900570163005895,At-Risk
2029-01-01,2029,2,Gazipur,Kaliakair,24.06,90.22,S2,37.13798567790461,22.014990981017586,55.32881427803168,51.25656910677676,64.59400765678805,40.526566467929385,Moderate
2029-01-01,2029,3,Gazipur,Sreepur,24.09,90.47,S2,27.969730943703752,18.998064145915343,38.17401939679524,45.25129583009559,40.34850626962732,30.282511656310326,Moderate
2029-01-01,2029,4,Gazipur,Kaliganj,23.92,90.57,S2,30.585385465339275,15.18309057786105,36.80888143069733,43.31381391349625,45.98574957851065,30.598813926475632,Moderate
2029-01-01,2029,5,Gazipur,Kapasia,24.08,90.57,S2,21.599465659083016,14.006594346259686,29.958569129730844,36.96809299445583,22.151637807520192,22.53617586421435,Acceptable
2029-01-01,2029,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,44.96816122225684,50.46986997736297,70.23301594914884,76.29683066439223,84.93858477970484,57.39296682551319,At-Risk
2029-01-01,2029,7,Narayanganj,Bandar,23.6,90.52,S2,36.87792599753761,30.911284165172592,57.40964014040626,63.054053695397,68.71410905881284,44.427216168491995,Moderate
2029-01-01,2029,8,Narayanganj,Rupganj,23.75,90.53,S2,43.18253301226738,38.12338291900351,56.64405502116604,71.2590823530026,73.30753321482446,49.81520547694471,Moderate
2029-01-01,2029,9,Narayanganj,Sonargaon,23.65,90.62,S2,22.00305971443526,18.932253865231143,37.47227182985168,47.79459772868271,38.580131891982624,27.80942867378664,Moderate
2029-01-01,2029,10,Narayanganj,Araihazar,23.78,90.65,S2,24.82488117939769,16.45163648051307,40.84403935586549,48.48702830481391,31.846534465971203,28.228307685977335,Moderate
2030-01-01,2030,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,41.14112924442146,28.2812836695279,68.40560501183614,65.84778468661746,81.7881126229419,48.87943090510347,Moderate
2030-01-01,2030,2,Gazipur,Kaliakair,24.06,90.22,S2,32.97590622216083,18.596519878196133,53.622227594173964,51.25656910677676,65.6321186020378,37.86264539250785,Moderate
2030-01-01,2030,3,Gazipur,Sreepur,24.09,90.47,S2,24.554176629692293,16.04034313941834,36.83504347186457,45.25129583009559,41.13927431972495,28.062646243139028,Moderate
2030-01-01,2030,4,Gazipur,Kaliganj,23.92,90.57,S2,26.956851481903637,12.662049313652926,35.770932933226234,43.31381391349625,46.82655218866901,28.45350947142108,Moderate
2030-01-01,2030,5,Gazipur,Kapasia,24.08,90.57,S2,18.702610195871806,11.606675528687804,28.87060520290226,36.96809299445583,22.723603177145225,20.67715242624541,Acceptable
2030-01-01,2030,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,40.16850972281419,42.88097775047993,68.39932831029435,76.29683066439223,85.35266425041928,53.37095140109292,At-Risk
2030-01-01,2030,7,Narayanganj,Bandar,23.6,90.52,S2,32.737021901267724,24.08791018246119,55.98704934917927,63.054053695397,69.03451659160609,40.911524296689265,Moderate
2030-01-01,2030,8,Narayanganj,Rupganj,23.75,90.53,S2,38.52827628982312,30.11437585555924,55.073439161913576,71.2590823530026,73.66533777812086,45.78512250435517,Moderate
2030-01-01,2030,9,Narayanganj,Sonargaon,23.65,90.62,S2,19.07334160526698,15.651157206848602,36.340231041786375,47.79459772868271,39.34682668074061,25.735833034570263,Moderate
2030-01-01,2030,10,Narayanganj,Araihazar,23.78,90.65,S2,21.665396257444844,13.191288720727053,39.84425022880973,48.48702830481391,32.53985846028084,26.08118053335587,Moderate
2031-01-01,2031,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,36.653093823774064,22.366750770559353,66.66866144014632,65.84778468661746,82.19831212113804,45.405502681290486,Moderate
2031-01-01,2031,2,Gazipur,Kaliakair,24.06,90.22,S2,29.152724086101,15.611885994348624,52.062557959633985,51.25656910677676,66.68333894486666,35.46508536996817,Moderate
2031-01-01,2031,3,Gazipur,Sreepur,24.09,90.47,S2,21.416733825699207,13.448673805887552,35.613051890206,45.25129583009559,41.940081032266235,26.06316352450085,Moderate
2031-01-01,2031,4,Gazipur,Kaliganj,23.92,90.57,S2,23.62377087806925,10.455003297008915,34.82545762074633,43.31381391349625,47.67794028051483,26.518979656515803,Moderate
2031-01-01,2031,5,Gazipur,Kapasia,24.08,90.57,S2,16.04163118875256,9.507899872573931,27.879186967400305,36.96809299445583,23.302795119146083,19.00220881855304,Acceptable
2031-01-01,2031,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,35.75966984671367,35.749691962765404,66.72290691601819,76.29683066439223,85.77250114463511,49.64276391362744,Moderate
2031-01-01,2031,7,Narayanganj,Bandar,23.6,90.52,S2,28.933290921036615,18.306431482652993,54.68825124171257,63.054053695397,69.3593903751982,37.80515154161258,Moderate
2031-01-01,2031,8,Narayanganj,Rupganj,23.75,90.53,S2,34.25299242100389,25.368391916482665,53.63866892758534,71.2590823530026,74.02813523997234,42.724626853309736,Moderate
2031-01-01,2031,9,Narayanganj,Sonargaon,23.65,90.62,S2,16.38217579313774,13.086741150979517,35.30832490347391,47.79459772868271,40.12321460692023,23.94953661117473,Acceptable
2031-01-01,2031,10,Narayanganj,Araihazar,23.78,90.65,S2,18.763172395262018,10.95745796473507,38.9338271600091,48.48702830481391,33.241942615179944,24.302568433692905,Acceptable
2032-01-01,2032,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,32.53049668725287,19.000530828150765,65.08110672736598,65.84778468661746,82.61423103891933,42.72372525083951,Moderate
2032-01-01,2032,2,Gazipur,Kaliakair,24.06,90.22,S2,25.640844555469833,13.004616570178715,50.637842653671036,51.25656910677676,67.74783913738867,33.30717202787346,Moderate
2032-01-01,2032,3,Gazipur,Sreepur,24.09,90.47,S2,18.53475730202127,11.176339831860503,34.49851920166858,45.25129583009559,42.75105723922081,24.262095502594036,Acceptable
2032-01-01,2032,4,Gazipur,Kaliganj,23.92,90.57,S2,20.562086362402088,8.52167405767666,33.9649258641697,43.31381391349625,48.54005081286951,24.774580334288636,Acceptable
2032-01-01,2032,5,Gazipur,Kapasia,24.08,90.57,S2,13.597322397288004,7.671397745033973,26.976453190308717,36.96809299445583,23.889307592719973,17.492929580493595,Acceptable
2032-01-01,2032,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,31.70981975752463,28.96815686211115,65.19094636235558,76.29683066439223,86.19818166772933,46.16732557316628,Moderate
2032-01-01,2032,7,Narayanganj,Bandar,23.6,90.52,S2,25.43927873587083,15.369635374481883,53.50316599873094,63.054053695397,69.68879700391766,35.53504701544043,Moderate
2032-01-01,2032,8,Narayanganj,Rupganj,23.75,90.53,S2,30.325823541203267,21.639272368542095,52.3286830881719,71.2590823530026,74.39600011944523,40.07195109076099,Moderate
2032-01-01,2032,9,Narayanganj,Sonargaon,23.65,90.62,S2,13.910138157261114,10.840390515952873,34.36839995105812,47.79459772868271,40.90942148153193,22.34428163341776,Acceptable
2032-01-01,2032,10,Narayanganj,Araihazar,23.78,90.65,S2,16.097262111057425,8.996709030387688,38.10549351817018,48.48702830481391,33.95290045592815,22.699231667185266,Acceptable
2033-01-01,2033,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,28.743582022572923,16.051578804511767,63.63077688565837,65.84778468661746,83.03595491395505,40.30066394668938,Moderate
2033-01-01,2033,2,Gazipur,Kaliakair,24.06,90.22,S2,22.41491981562033,10.725732862003728,49.33709302008073,51.25656910677676,68.71394308118634,31.35331075492941,Moderate
2033-01-01,2033,3,Gazipur,Sreepur,24.09,90.47,S2,15.88744571678381,9.182733459956392,33.482695565879936,45.25129583009559,43.572335501887004,22.639826143801702,Acceptable
2033-01-01,2033,4,Gazipur,Kaliganj,23.92,90.57,S2,17.749699508423106,6.827070516393863,33.182421134456916,43.31381391349625,49.41302254130786,23.201839182022134,Acceptable
2033-01-01,2033,5,Gazipur,Kapasia,24.08,90.57,S2,11.352041449168441,6.063427334364156,26.15518273960142,36.96809299445583,24.48323579655321,16.132878242099558,Acceptable
2033-01-01,2033,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,27.9897287118478,22.4381474638455,63.79168392535954,76.29683066439223,86.6297933192511,42.907110209864406,Moderate
2033-01-01,2033,7,Narayanganj,Bandar,23.6,90.52,S2,22.22976649288216,12.803015671177453,52.4225345502437,63.054053695397,70.02280407117877,33.48631418894087,Moderate
2033-01-01,2033,8,Narayanganj,Rupganj,23.75,90.53,S2,26.718424387440397,18.372908343198677,51.133321074317315,71.2590823530026,74.76900805379488,37.67902678891338,Moderate
2033-01-01,2033,9,Narayanganj,Sonargaon,23.65,90.62,S2,11.639386185885742,8.871435827741637,33.51296661647741,47.79459772868271,41.70557477151163,20.901822887753735,Acceptable
2033-01-01,2033,10,Narayanganj,Araihazar,23.78,90.65,S2,13.648423571744194,7.274547131786195,37.35256517170259,48.48702830481391,34.67284699951733,21.253997562710893,Acceptable
2034-01-01,2034,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,25.265016884464536,13.466580061110244,62.306498379896404,65.84778468661746,83.46357056787714,38.11059659213514,Moderate
2034-01-01,2034,2,Gazipur,Kaliakair,24.06,90.22,S2,19.451665997713057,8.73274158977717,48.150215153990125,51.25656910677676,69.05431642475541,29.526742874071196,Moderate
2034-01-01,2034,3,Gazipur,Sreepur,24.09,90.47,S2,13.455691477374303,7.432542007446613,32.55754359821998,45.25129583009559,44.40405013403882,21.17882281893229,Acceptable
2034-01-01,2034,4,Gazipur,Kaliganj,23.92,90.57,S2,15.166311254029374,5.340782839156777,32.47159008094563,43.31381391349625,50.296996042022435,21.78421167829709,Acceptable
2034-01-01,2034,5,Gazipur,Kapasia,24.08,90.57,S2,9.28958250224952,4.654687138032921,25.408742463927563,36.96809299445583,25.084676185379685,14.90737037190333,Acceptable
2034-01-01,2034,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,24.572546079565207,16.975147246412583,62.514314660880544,76.29683066439223,87.06742491233635,40.04847473658653,Moderate
2034-01-01,2034,7,Narayanganj,Bandar,23.6,90.52,S2,19.28158878427885,10.558620473579552,51.437851746034134,63.054053695397,70.36148018447041,31.636632051856793,Moderate
2034-01-01,2034,8,Narayanganj,Rupganj,23.75,90.53,S2,23.40475770977268,15.510111348104727,50.043249641025454,71.2590823530026,75.14723581524105,35.519511657079825,Moderate
2034-01-01,2034,9,Narayanganj,Sonargaon,23.65,90.62,S2,9.553530193779618,7.144534083037582,32.73514516974955,47.79459772868271,42.5118036217896,19.605893324197122,Acceptable
2034-01-01,2034,10,Narayanganj,Araihazar,23.78,90.65,S2,11.398981710494544,5.760951252147796,36.66890224443075,48.48702830481391,35.4018987745189,19.95149883890298,Acceptable
2035-01-01,2035,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,22.069693912726628,11.19919662645771,61.09800748005071,65.84778468661746,83.89716612554207,36.13053890160454,Moderate
2035-01-01,2035,2,Gazipur,Kaliakair,24.06,90.22,S2,16.729695121928888,6.98876347926654,47.06793704673057,51.25656910677676,69.39948009608334,27.87474116348462,Moderate
2035-01-01,2035,3,Gazipur,Sreepur,24.09,90.47,S2,11.22194282690872,5.8950441639725115,31.715680358111353,45.25129583009559,45.24633722538676,19.863400227261085,Acceptable
2035-01-01,2035,4,Gazipur,Kaliganj,23.92,90.57,S2,12.793275388249652,4.036371779556421,31.826596674551094,43.31381391349625,51.19211373600861,20.506866211988292,Acceptable
2035-01-01,2035,5,Gazipur,Kapasia,24.08,90.57,S2,7.395059275083468,3.419721704381745,24.73103931628506,36.96809299445583,25.693726486763204,13.803274192268288,Acceptable
2035-01-01,2035,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,21.433607543116224,14.253648049858933,61.34891341734634,76.29683066439223,87.51116659341272,37.988232316735534,Moderate
2035-01-01,2035,7,Narayanganj,Bandar,23.6,90.52,S2,16.57346644559856,8.594841181677264,50.54130496774195,63.054053695397,70.70489498056968,29.966092400041983,Moderate
2035-01-01,2035,8,Narayanganj,Rupganj,23.75,90.53,S2,20.360906341334058,12.999445802365905,49.04989550277398,71.2590823530026,75.53076132799526,33.56992433534116,Moderate
2035-01-01,2035,9,Narayanganj,Sonargaon,23.65,90.62,S2,7.637515025830732,5.6289584587710495,32.02861606290611,47.79459772868271,43.32823887765715,18.441975565837986,Acceptable
2035-01-01,2035,10,Narayanganj,Araihazar,23.78,90.65,S2,9.332700652797143,4.429782096866583,36.0488647995966,48.48702830481391,36.14017384119816,18.777971081329067,Acceptable
2036-01-01,2036,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,19.134550113962483,9.209137714252915,59.99587618030958,65.84778468661746,84.33683103458141,34.33993344437566,Moderate
2036-01-01,2036,2,Gazipur,Kaliakair,24.06,90.22,S2,14.229360724705451,5.461780132947367,46.0817416629392,51.25656910677676,69.74950554472198,26.380277100565706,Moderate
2036-01-01,2036,3,Gazipur,Sreepur,24.09,90.47,S2,9.170077160307292,4.543501114089907,30.950324060913175,45.25129583009559,46.09933466535627,18.67951269269455,Acceptable
2036-01-01,2036,4,Gazipur,Kaliganj,23.92,90.57,S2,10.61346396784104,2.890840483286433,31.24208008485686,43.31381391349625,52.09851991357485,19.356494671381206,Acceptable
2036-01-01,2036,5,Gazipur,Kapasia,24.08,90.57,S2,5.654797601689419,2.336407875848392,24.116476376023968,36.96809299445583,26.310485718107053,12.808835259698089,Acceptable
2036-01-01,2036,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,18.550257076997607,11.869478592590069,60.286363198651514,76.29683066439223,87.96110986220069,36.12968676315526,Moderate
2036-01-01,2036,7,Narayanganj,Bandar,23.6,90.52,S2,14.085852968345316,6.875560301791003,49.72571773945681,63.054053695397,71.05311914098364,28.456921536676376,Moderate
2036-01-01,2036,8,Narayanganj,Rupganj,23.75,90.53,S2,17.56490057057055,10.79619519477777,48.14538345381425,71.2590823530026,75.91966368554345,31.8093133041778,Moderate
2036-01-01,2036,9,Narayanganj,Sonargaon,23.65,90.62,S2,5.8775113929320835,4.297983984339111,31.387574317172,47.79459772868271,44.15501310743513,17.397101319462358,Acceptable
2036-01-01,2036,10,Narayanganj,Araihazar,23.78,90.65,S2,7.434666530222753,3.258269565983047,35.48727213229269,48.48702830481391,36.88779181189994,17.721074344652113,Acceptable
2037-01-01,2037,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,16.438400399012703,7.46135569448631,58.99144415023447,65.84778468661746,84.78265608524596,32.720376069315634,Moderate
2037-01-01,2037,2,Gazipur,Kaliakair,24.06,90.22,S2,11.932616055775927,4.123983045083105,45.18380546685768,51.25656910677676,70.10446529199554,25.028100221359086,Moderate
2037-01-01,2037,3,Gazipur,Sreepur,24.09,90.47,S2,7.285284655608892,3.354629580737582,30.25524512879898,45.25129583009559,46.96318216718892,17.61457125821388,Acceptable
2037-01-01,2037,4,Gazipur,Kaliganj,23.92,90.57,S2,8.6111436923392,1.8841775166474168,30.713115987063073,43.31381391349625,53.0163607591829,18.321145335745705,Acceptable
2037-01-01,2037,5,Gazipur,Kapasia,24.08,90.57,S2,4.056236735051474,1.3855105351769446,23.55991245175823,36.96809299445583,26.935054203893554,11.913522167190955,Acceptable
2037-01-01,2037,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,15.901683422582694,9.77954061166561,59.31828936009853,76.29683066439223,88.4173475920144,34.45266665076224,Moderate
2037-01-01,2037,7,Narayanganj,Bandar,23.6,90.52,S2,11.800793418477417,5.3694150133817695,48.9844979298194,63.054053695397,71.40622440762282,27.093235939818,Moderate
2037-01-01,2037,8,Narayanganj,Rupganj,23.75,90.53,S2,14.996559569691462,8.861467899531398,47.32247952702566,71.2590823530026,76.31402316818775,30.21896627946136,Moderate
2037-01-01,2037,9,Narayanganj,Sonargaon,23.65,90.62,S2,4.260816055842205,3.128356091573136,30.806687624168905,47.79459772868271,44.99226062544845,16.459675130229034,Acceptable
2037-01-01,2037,10,Narayanganj,Araihazar,23.78,90.65,S2,5.691179836078986,2.2265689522064003,34.97936537650862,48.48702830481391,37.64487387170864,16.769735862361475,Acceptable
2038-01-01,2038,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,13.961784674602711,5.925350428809572,58.076756226792845,65.84778468661746,85.23473343054731,31.255375064465174,Moderate
2038-01-01,2038,2,Gazipur,Kaliakair,24.06,90.22,S2,9.82288382151399,2.951210801246354,44.366941954126695,51.25656910677676,70.46443294707916,23.804539711053835,Acceptable
2038-01-01,2038,3,Gazipur,Sreepur,24.09,90.47,S2,5.553961380605554,2.308145653748608,29.624721227316787,45.25129583009559,47.83802129237007,16.65728247064827,Acceptable
2038-01-01,2038,4,Gazipur,Kaliganj,23.92,90.57,S2,6.771862345270104,0.9989614222190704,30.235181019516748,43.31381391349625,53.94578437662201,17.390075303140854,Acceptable
2038-01-01,2038,5,Gazipur,Kapasia,24.08,90.57,S2,2.5878386869795307,0.5502983676426519,23.056624973610443,36.96809299445583,27.567533593157002,11.107890623669421,Acceptable
2038-01-01,2038,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,13.468769877978515,7.946375276890145,58.43699916243432,76.29683066439223,88.87997405036705,32.939163320796325,Moderate
2038-01-01,2038,7,Narayanganj,Bandar,23.6,90.52,S2,9.701794842457513,4.049160649079813,48.31159017176632,63.054053695397,71.76428359870958,25.860827565120964,Moderate
2038-01-01,2038,8,Narayanganj,Rupganj,23.75,90.53,S2,12.63734573480895,7.1614236104980895,46.57453878106044,71.2590823530026,76.71392126085146,28.782154926883727,Moderate
2038-01-01,2038,9,Narayanganj,Sonargaon,23.65,90.62,S2,2.7757601365748727,2.099830753122118,30.281057858728193,47.79459772868271,45.840117515310716,15.619319391022309,Acceptable
2038-01-01,2038,10,Narayanganj,Araihazar,23.78,90.65,S2,4.089656546005873,1.3173765466170393,34.52077315689886,48.48702830481391,38.41154279938705,15.914011237935693,Acceptable
2039-01-01,2039,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,11.686827385552805,4.57456722410143,57.24450499610205,65.84778468661746,85.69315660670159,29.930138942035406,Moderate
2039-01-01,2039,2,Gazipur,Kaliakair,24.06,90.22,S2,7.88493653442683,1.9224624204477136,43.62454978150444,51.25656910677676,70.82948322331892,22.69732954180051,Acceptable
2039-01-01,2039,3,Gazipur,Sreepur,24.09,90.47,S2,3.96361110326936,1.3863697921605724,29.053495963097387,45.25129583009559,48.7239954753879,15.797506151547108,Acceptable
2039-01-01,2039,4,Gazipur,Kaliganj,23.92,90.57,S2,5.082344481886103,0.22001843389361314,29.804120135287505,43.31381391349625,54.886940814521964,16.55362004499314,Acceptable
2039-01-01,2039,5,Gazipur,Kapasia,24.08,90.57,S2,1.2390049499718392,0.0,22.602275906955448,36.96809299445583,28.208026877193053,10.428274181227183,Acceptable
2039-01-01,2039,6,Narayanganj,Narayanganj Sadar,23.62,90.5,S2,11.233956318743735,6.3374119083500435,57.63542624769954,76.29683066439223,89.34908491988551,31.573083575120187,Moderate
2039-01-01,2039,7,Narayanganj,Bandar,23.6,90.52,S2,7.773707225490028,2.8911204223336715,47.70143215649731,63.054053695397,72.12737062492558,24.746975022336272,Acceptable
2039-01-01,2039,8,Narayanganj,Rupganj,23.75,90.53,S2,10.470230886431752,5.666603967187069,45.89545733892006,71.2590823530026,77.11944067115138,27.483910409405624,Moderate
2039-01-01,2039,9,Narayanganj,Sonargaon,23.65,90.62,S2,1.4116248955338837,1.1947764680740007,29.806185725523093,47.79459772868271,46.698721653523315,14.86673792199165,Acceptable
2039-01-01,2039,10,Narayanganj,Araihazar,23.78,90.65,S2,2.618537289826962,0.5155966073031726,34.10748003735545,48.48702830481391,39.187922988597165,15.144961830555626,Acceptable
2040-01-01,2040,1,Gazipur,Gazipur Sadar,23.99,90.42,S2,9.59710849376378,3.3858756782402257,56.48797805045487,65.84778468661746,86.1580205538799,28.731389273772045,Moderate
2040-01-01,2040,2,Gazipur,Kaliakair,24.06,90.22,S2,6.10478660519074,1.0194764515012114,42.95056512012256,51.25656910677676,71.19969195479662,21.695454219298046,Acceptable
2040-01-01,2040,3,Gazipur,Sreepur,24.09,90.47,S2,2.502755097265276,0.5738847039454467,28.53674094460165,45.25129583009559,49.62125004882839,15.026129799887485,Acceptable
2040-01-01,2040,4,Gazipur,Kaliganj,23.92,90.57,S2,3.530395610528144,0.0,29.41611661214123,43.31381391349625,55.83998209220955,15.916665448465839,Acceptable
