date,year,month,period,ward_id,district,upazila,lat,lon,scenario,C1_air,C2_water,C3_thermal,C4_green,C5_socio,HHI,vulnerability_zone
2025-01-01,2025,1,1,9,Narayanganj,Sonargaon,23.65,90.62,BAU,49.780492345167914,61.43772699367421,38.544809625673636,53.30427274130549,30.858183302934812,49.15604213754888,Moderate
2025-04-01,2025,4,2,9,Narayanganj,Sonargaon,23.65,90.62,BAU,42.560770899039866,55.23813612226349,63.9253309914384,58.18902708032031,32.055611212857436,49.37938032938254,Moderate
2025-07-01,2025,7,3,9,Narayanganj,Sonargaon,23.65,90.62,BAU,24.500654354400126,56.819367158217325,42.194967129357416,42.876162068802145,31.138602071081845,37.57347547080827,Moderate
2025-10-01,2025,10,4,9,Narayanganj,Sonargaon,23.65,90.62,BAU,39.34866552502297,55.03756862264338,38.206931714759584,51.200564266759265,30.635021494196923,43.149655104239564,Moderate
2025-01-01,2025,1,1,10,Narayanganj,Araihazar,23.78,90.65,BAU,51.47829824834312,51.24125604400912,30.77866103080153,58.485298591121484,27.413432294737568,46.21593645370956,Moderate
2025-04-01,2025,4,2,10,Narayanganj,Araihazar,23.78,90.65,BAU,40.4448515292873,45.83884214339861,59.264967763194065,56.0686602892286,25.361920991231173,44.599054356293045,Moderate
2025-07-01,2025,7,3,10,Narayanganj,Araihazar,23.78,90.65,BAU,20.53801279512828,45.429463376473095,39.970234263964485,39.55720135031634,25.986152417071374,32.01100737187632,Moderate
2025-10-01,2025,10,4,10,Narayanganj,Araihazar,23.78,90.65,BAU,32.206550365394996,46.62167437641715,41.69269021732948,50.519453904332835,27.530171777991914,38.406424074202796,Moderate
2026-01-01,2026,1,1,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,80.21359981588256,64.6819508526518,66.32740156266303,74.76633834017251,75.34816043600766,73.20123495603318,At-Risk
2026-04-01,2026,4,2,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,66.98883736374755,63.32067061614507,90.95958820711878,74.5414211101619,71.87555326306125,71.12524565970658,At-Risk
2026-07-01,2026,7,3,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,42.18834990860519,65.80804424333769,79.12569521731287,70.27323237978268,75.807335372122,59.934447342955366,At-Risk
2026-10-01,2026,10,4,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,63.669608116482834,65.2290108258329,74.02036987233943,75.59284847529142,73.32699846382182,67.80134913063668,At-Risk
2026-01-01,2026,1,1,2,Gazipur,Kaliakair,24.06,90.22,BAU,67.1554991821733,57.93491646752571,48.92094722550531,68.90258546506321,56.57915651897025,61.03850409379847,At-Risk
2026-04-01,2026,4,2,2,Gazipur,Kaliakair,24.06,90.22,BAU,53.65688141708532,53.38215276066223,77.78975837554768,66.25339598370428,52.0145422025017,58.417297779051566,At-Risk
2026-07-01,2026,7,3,2,Gazipur,Kaliakair,24.06,90.22,BAU,33.98183710789034,58.77179859135943,60.34712705310034,54.027144501213066,53.756076950371046,48.13813630710087,Moderate
2026-10-01,2026,10,4,2,Gazipur,Kaliakair,24.06,90.22,BAU,48.9081779462245,53.757604866310245,53.676588721089246,62.329770293352595,53.03874808798908,52.50429580607243,At-Risk
2026-01-01,2026,1,1,3,Gazipur,Sreepur,24.09,90.47,BAU,58.66049390882906,44.45770565121817,42.69204836909905,57.64603492180493,34.8888347736143,50.052847429038906,At-Risk
2026-04-01,2026,4,2,3,Gazipur,Sreepur,24.09,90.47,BAU,53.01786629739682,48.99365719037305,63.18407556037231,63.092547442226234,33.90989841589695,52.5658432295882,At-Risk
2026-07-01,2026,7,3,3,Gazipur,Sreepur,24.09,90.47,BAU,29.949146728016423,40.187981671027664,47.721903280260754,48.27456193950476,33.64860444064708,37.337498070152016,Moderate
2026-10-01,2026,10,4,3,Gazipur,Sreepur,24.09,90.47,BAU,42.55085662072238,48.88550882929509,44.14244051610021,57.16476467125224,35.11008644786745,44.89240462492197,Moderate
2026-01-01,2026,1,1,4,Gazipur,Kaliganj,23.92,90.57,BAU,57.5605948630159,41.76212117887868,46.446576320523214,62.758938531418664,37.86479326751756,50.331954911961105,At-Risk
2026-04-01,2026,4,2,4,Gazipur,Kaliganj,23.92,90.57,BAU,51.00557691368318,49.78534009516013,72.0307105485899,65.5424302669692,38.4731535518607,54.069293665772335,At-Risk
2026-07-01,2026,7,3,4,Gazipur,Kaliganj,23.92,90.57,BAU,29.580639652547813,44.01014372987121,56.86410100935952,52.56660552115392,39.266933786357974,40.56337722342107,Moderate
2026-10-01,2026,10,4,4,Gazipur,Kaliganj,23.92,90.57,BAU,47.46587399342946,58.36354049207273,58.40348270411948,54.67766041129215,39.59305371176517,51.697356982337986,At-Risk
2026-01-01,2026,1,1,5,Gazipur,Kapasia,24.08,90.57,BAU,44.76168540305966,31.903982802799717,24.044132419155567,50.315504772183694,18.957895554126,36.104685406897055,Moderate
2026-04-01,2026,4,2,5,Gazipur,Kapasia,24.08,90.57,BAU,39.62214565052783,30.864610081271486,51.18248456939132,53.73711253787733,19.40629257695474,38.48878094999396,Moderate
2026-07-01,2026,7,3,5,Gazipur,Kapasia,24.08,90.57,BAU,22.541507067049015,28.15869140425496,37.13153527619419,38.35661136196894,18.85602035086149,27.289925322479974,Moderate
2026-10-01,2026,10,4,5,Gazipur,Kapasia,24.08,90.57,BAU,33.70979405483982,32.85080858116082,32.75178008357495,40.14023792101635,18.47216127395602,32.32777168674609,Moderate
2026-01-01,2026,1,1,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,81.41236004767444,93.74240710953937,62.1188604825992,83.03136315338787,89.73348917903085,82.35630684538575,Critical
2026-04-01,2026,4,2,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,68.6341504719519,86.16077670439319,93.23135806904739,80.58180992204969,89.73348917903085,80.14196055058603,Critical
2026-07-01,2026,7,3,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,43.492731491462536,82.2472792241139,82.77197259140203,73.87426180385144,87.88223330048378,66.64431948492626,At-Risk
2026-10-01,2026,10,4,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,63.32164563135083,93.28912065705445,78.59291069461072,80.97420975876553,73.57013716566928,75.74801515063403,Critical
2026-01-01,2026,1,1,7,Narayanganj,Bandar,23.6,90.52,BAU,73.6483500822695,71.94190765460995,55.64667806269923,65.9842839519071,59.73170711450205,68.19595446224344,At-Risk
2026-04-01,2026,4,2,7,Narayanganj,Bandar,23.6,90.52,BAU,59.170134593649834,74.12464552734448,77.8846014940862,73.33511502779189,62.429042321862674,67.4351872383165,At-Risk
2026-07-01,2026,7,3,7,Narayanganj,Bandar,23.6,90.52,BAU,34.992139342643334,65.53815908089328,69.23056180530122,52.60832050337062,58.04068552460259,51.93454560982947,At-Risk
2026-10-01,2026,10,4,7,Narayanganj,Bandar,23.6,90.52,BAU,49.363319380464155,67.8434111891845,66.98128702848376,60.548971493554525,57.974839457267855,58.605451373664245,At-Risk
2026-01-01,2026,1,1,8,Narayanganj,Rupganj,23.75,90.53,BAU,71.0554888001181,82.05972497718335,57.32527973315173,76.0829131997312,64.04999769300254,71.26269684633394,At-Risk
2026-04-01,2026,4,2,8,Narayanganj,Rupganj,23.75,90.53,BAU,56.16591956974399,71.44498526232238,85.1729631189444,72.62984674909087,64.8896924723644,66.93868426217198,At-Risk
2026-07-01,2026,7,3,8,Narayanganj,Rupganj,23.75,90.53,BAU,33.443319272773266,71.5097628342204,67.24623230576942,62.43194095210034,64.90709855716801,54.06597990548984,At-Risk
2026-10-01,2026,10,4,8,Narayanganj,Rupganj,23.75,90.53,BAU,54.25376675097792,75.86846450109934,66.5348848573616,65.47569078491345,62.85266990116999,63.40897847314324,At-Risk
2026-01-01,2026,1,1,9,Narayanganj,Sonargaon,23.65,90.62,BAU,50.56259705123152,59.07273052965123,39.2304146818909,55.074063750163745,32.13590670211532,49.29709399542303,Moderate
2026-04-01,2026,4,2,9,Narayanganj,Sonargaon,23.65,90.62,BAU,43.244326407363836,53.17841313160208,64.60395873323311,59.84835145160271,33.34153848516169,49.545126663500824,Moderate
2026-07-01,2026,7,3,9,Narayanganj,Sonargaon,23.65,90.62,BAU,24.937689271889756,54.65267395323018,42.8374903899457,44.85300389633747,32.4086220409371,37.63576311416694,Moderate
2026-10-01,2026,10,4,9,Narayanganj,Sonargaon,23.65,90.62,BAU,39.9883757949916,52.937148801214676,38.81632630372561,53.01023851812508,31.899012834518416,43.288178972391826,Moderate
2026-01-01,2026,1,1,10,Narayanganj,Araihazar,23.78,90.65,BAU,52.28357800498507,49.062611357049555,31.395699093569124,60.13529296755783,28.58393042478331,46.37860375846338,Moderate
2026-04-01,2026,4,2,10,Narayanganj,Araihazar,23.78,90.65,BAU,41.099524738214136,44.0033947405415,59.90187765092298,57.79259208074934,26.505353884651505,44.79211936497889,Moderate
2026-07-01,2026,7,3,10,Narayanganj,Araihazar,23.78,90.65,BAU,20.920957655333844,43.371209547731596,40.58282725200433,41.55524640376169,27.139466096119037,32.06293656447722,Moderate
2026-10-01,2026,10,4,10,Narayanganj,Araihazar,23.78,90.65,BAU,32.748770763434706,44.6090823422084,42.349279790936485,52.3218622007909,28.700438708624855,38.52434823985346,Moderate
2027-01-01,2027,1,1,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,81.41111643892141,62.343561022159186,67.16603573759923,76.20987580498551,76.46966256629038,73.49358484226413,At-Risk
2027-04-01,2027,4,2,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,68.00583597931475,61.13072361686369,91.37060976166438,75.90350152452231,72.99471146510199,71.30550424691069,At-Risk
2027-07-01,2027,7,3,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,42.8668218704097,63.520678566169266,79.96310969761063,71.77236281838246,76.92889080098304,60.0362253106144,At-Risk
2027-10-01,2027,10,4,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,64.6412992528249,62.79267054168388,74.84144790900235,76.99666872621101,74.44755351557878,67.97287212932407,At-Risk
2027-01-01,2027,1,1,2,Gazipur,Kaliakair,24.06,90.22,BAU,68.17477273156203,55.67429053680072,49.6191224900098,70.38764244337207,58.35462902868975,61.328521708307186,At-Risk
2027-04-01,2027,4,2,2,Gazipur,Kaliakair,24.06,90.22,BAU,54.4918988339806,51.38883141745993,78.54876476008418,67.8118199312779,53.74185431579972,58.71001089310926,At-Risk
2027-07-01,2027,7,3,2,Gazipur,Kaliakair,24.06,90.22,BAU,34.54829016996511,56.32866533739107,61.11306683262677,55.77906103858676,55.509586366626394,48.23503423105239,Moderate
2027-10-01,2027,10,4,2,Gazipur,Kaliakair,24.06,90.22,BAU,49.67837556074252,51.5800072938193,54.372576521094686,63.92603773025457,54.792259905791994,52.722233654058876,At-Risk
2027-01-01,2027,1,1,3,Gazipur,Sreepur,24.09,90.47,BAU,59.563810636236646,42.50982219388326,43.352397137742,59.36290679882683,36.26629563356824,50.34579368941863,At-Risk
2027-04-01,2027,4,2,3,Gazipur,Sreepur,24.09,90.47,BAU,53.844161157908346,47.0025252083654,63.831296111681546,64.67439287083526,35.276127910931244,52.801875549488145,At-Risk
2027-07-01,2027,7,3,3,Gazipur,Sreepur,24.09,90.47,BAU,30.460553566405906,38.290947143847596,48.34533974355577,50.188539716283785,35.0105146663683,37.49622930308903,Moderate
2027-10-01,2027,10,4,3,Gazipur,Sreepur,24.09,90.47,BAU,43.234276799147295,46.94568329691754,44.78197309831603,58.86995208986537,36.49880968058046,45.096049822006705,Moderate
2027-01-01,2027,1,1,4,Gazipur,Kaliganj,23.92,90.57,BAU,58.44889796844813,39.83834100490278,47.169977158522045,64.34541565442123,39.32266677500002,50.63147781386555,At-Risk
2027-04-01,2027,4,2,4,Gazipur,Kaliganj,23.92,90.57,BAU,51.80440402410701,47.76778424162399,72.7269281769086,67.0925364445001,39.94647565152907,54.30410084546838,At-Risk
2027-07-01,2027,7,3,4,Gazipur,Kaliganj,23.92,90.57,BAU,30.08701636935715,42.06116202644354,57.63219102924148,54.33743098809871,40.73985096623661,40.7292465140063,Moderate
2027-10-01,2027,10,4,4,Gazipur,Kaliganj,23.92,90.57,BAU,48.21638415899184,56.13132373505607,59.182128676574784,56.41953249498852,41.07092289648372,51.89152110085432,At-Risk
2027-01-01,2027,1,1,5,Gazipur,Kapasia,24.08,90.57,BAU,45.47528339436348,30.03866845323369,24.617899365741238,52.14454827866377,19.940582886600293,36.29659799221001,Moderate
2027-04-01,2027,4,2,5,Gazipur,Kapasia,24.08,90.57,BAU,40.26558892420959,29.193321522207604,51.81647390745775,55.472828449337406,20.393041698248325,38.7014964029675,Moderate
2027-07-01,2027,7,3,5,Gazipur,Kapasia,24.08,90.57,BAU,22.95179962406629,26.42094184916461,37.75125126409986,40.40692986267533,19.83402913463316,27.41839253167486,Moderate
2027-10-01,2027,10,4,5,Gazipur,Kapasia,24.08,90.57,BAU,34.272533729240436,31.14113347190248,33.37801648036913,42.093048337954144,19.446357636885537,32.51593453081781,Moderate
2027-01-01,2027,1,1,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,82.62623974787726,90.71460270806635,62.90959894422733,84.28259696614442,90.8651296941219,82.46309120240007,Critical
2027-04-01,2027,4,2,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,69.6736076114461,83.58105021428753,93.67338928220832,81.89187057960409,90.8651296941219,80.23773163313314,Critical
2027-07-01,2027,7,3,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,44.18900826187307,79.54216329562838,83.63796771064285,75.31263508401238,89.02020341566703,66.6521595027648,At-Risk
2027-10-01,2027,10,4,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,64.28858707977085,90.56958967800392,79.40703517057413,82.32574244428417,74.72427844586151,75.84626891048421,Critical
2027-01-01,2027,1,1,7,Narayanganj,Bandar,23.6,90.52,BAU,74.75625104644453,69.32337947687908,56.39774997381836,67.49081159342606,60.61787321027487,68.35107718789493,At-Risk
2027-04-01,2027,4,2,7,Narayanganj,Bandar,23.6,90.52,BAU,60.08040791640522,71.71465237507468,78.58993259203427,74.74516731055098,63.55547216394848,67.57121746980623,At-Risk
2027-07-01,2027,7,3,7,Narayanganj,Bandar,23.6,90.52,BAU,35.57238303022247,63.147642368801215,70.00359109430735,54.40333436724127,59.88209250786024,52.064080652566496,At-Risk
2027-10-01,2027,10,4,7,Narayanganj,Bandar,23.6,90.52,BAU,50.13972967555953,65.51612267886921,67.77584043423938,62.202214829215905,59.812284906425425,58.81913077001333,At-Risk
2027-01-01,2027,1,1,8,Narayanganj,Rupganj,23.75,90.53,BAU,72.12799720779178,79.35033757833202,58.1397439003005,77.46042240218195,65.01690404078,71.3884189214091,At-Risk
2027-04-01,2027,4,2,8,Narayanganj,Rupganj,23.75,90.53,BAU,57.03518535742306,69.1497674587926,85.94742982418096,74.02521048269992,65.85858742805928,67.07942815890331,At-Risk
2027-07-01,2027,7,3,8,Narayanganj,Rupganj,23.75,90.53,BAU,34.00242156639868,69.10459871792656,68.04077332676056,64.07679186775546,65.87603260822334,54.08154103854671,At-Risk
2027-10-01,2027,10,4,8,Narayanganj,Rupganj,23.75,90.53,BAU,55.096931652680816,73.53587467112399,67.31526203815694,67.03355980153628,63.81639290660579,63.545294487467814,At-Risk
2027-01-01,2027,1,1,9,Narayanganj,Sonargaon,23.65,90.62,BAU,51.35537748653288,56.741599500544524,39.91993430830471,56.82696037050792,33.45132742203386,49.45373659755166,Moderate
2027-04-01,2027,4,2,9,Narayanganj,Sonargaon,23.65,90.62,BAU,43.9372124483764,51.14404908165573,65.28640580488246,61.49299076712259,34.66523373381243,49.724043552437514,Moderate
2027-07-01,2027,7,3,9,Narayanganj,Sonargaon,23.65,90.62,BAU,25.380689716003108,52.5095444362388,43.48334015422018,46.808810318985174,33.71612705275808,37.70875161823275,Moderate
2027-10-01,2027,10,4,9,Narayanganj,Sonargaon,23.65,90.62,BAU,40.6368181101453,50.86042067257149,39.42859519001021,54.80222071612666,33.200398006273694,43.43876412091328,Moderate
2027-01-01,2027,1,1,10,Narayanganj,Araihazar,23.78,90.65,BAU,53.09984983030517,46.90679702884468,32.015715787072686,61.77078888812855,29.788563934463212,46.55399099743976,Moderate
2027-04-01,2027,4,2,10,Narayanganj,Araihazar,23.78,90.65,BAU,41.763134236442816,42.183094097449064,60.542037419798554,59.50054666810276,27.682492074203722,44.99507167540897,Moderate
2027-07-01,2027,7,3,10,Narayanganj,Araihazar,23.78,90.65,BAU,21.309129712881216,41.32634140074873,41.19833819551009,43.531831987801205,28.326654992916588,32.12230596509387,Moderate
2027-10-01,2027,10,4,10,Narayanganj,Araihazar,23.78,90.65,BAU,33.298392469907654,42.61243730657977,43.00938787340241,54.10672376298289,29.904823569019445,38.65168411349309,Moderate
2028-01-01,2028,1,1,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,82.62497916386474,60.037979163166,68.01067333020254,77.64304395216537,77.63801565807988,73.8054267887797,At-Risk
2028-04-01,2028,4,2,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,69.03671662598445,58.97107879131348,91.78724176042954,77.2568417622586,74.16079761179198,71.50375014811691,At-Risk
2028-07-01,2028,7,3,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,43.554554974492866,61.26003744927526,80.80651094674364,73.26001207987332,78.09728666709572,60.15307016946735,At-Risk
2028-10-01,2028,10,4,1,Gazipur,Gazipur Sadar,23.99,90.42,BAU,65.62625397317801,60.386431248855146,75.6682897220449,78.39091400377531,75.61500519044704,68.16203123718228,At-Risk
2028-01-01,2028,1,1,2,Gazipur,Kaliakair,24.06,90.22,BAU,69.20795936489989,53.440240683714755,50.32138390805396,71.86149971377786,60.18194706029936,61.63568107301586,At-Risk
2028-04-01,2028,4,2,2,Gazipur,Kaliakair,24.06,90.22,BAU,55.33831423861648,49.41788656749988,79.31268764294882,69.35757683156315,55.52030478513274,59.017759908963704,At-Risk
2028-07-01,2028,7,3,2,Gazipur,Kaliakair,24.06,90.22,BAU,35.12247531633719,53.90473106235498,61.884017751322936,57.51444067687611,57.31468027219731,48.34443636176368,Moderate
2028-10-01,2028,10,4,2,Gazipur,Kaliakair,24.06,90.22,BAU,50.45908637269873,49.422842998624915,55.07262061574936,65.5088812500816,56.59742080803557,52.95422684984175,At-Risk
2028-01-01,2028,1,1,3,Gazipur,Sreepur,24.09,90.47,BAU,60.479457636973336,40.57658365897971,44.01631572825612,61.06394266997138,37.685136346403596,50.650735184971445,At-Risk
2028-04-01,2028,4,2,3,Gazipur,Sreepur,24.09,90.47,BAU,54.681734943265866,45.03020882474744,64.48190728469532,66.24310282253518,36.6835712735124,53.05069772136759,At-Risk
2028-07-01,2028,7,3,3,Gazipur,Sreepur,24.09,90.47,BAU,30.978941108139406,36.39859221342168,48.97184217575396,52.08273936919034,36.4135632070687,37.66192028328077,Moderate
2028-10-01,2028,10,4,3,Gazipur,Sreepur,24.09,90.47,BAU,43.92702566300772,45.02150840671696,45.424791361458276,60.559537191769344,37.92915675896144,45.31073483397576,Moderate
2028-01-01,2028,1,1,4,Gazipur,Kaliganj,23.92,90.57,BAU,59.3493264112695,37.92808573609704,47.897808479138746,65.91866466662685,40.82478855548481,50.943316540977094,At-Risk
2028-04-01,2028,4,2,4,Gazipur,Kaliganj,23.92,90.57,BAU,52.61413512458814,45.769945746411956,73.42720523703305,68.63014193014348,41.464349129532565,54.55228307365677,At-Risk
2028-07-01,2028,7,3,4,Gazipur,Kaliganj,23.92,90.57,BAU,30.60030512835093,40.119975745230455,58.40532153907401,56.09134137736771,42.25723164137848,40.90373271861031,Moderate
2028-10-01,2028,10,4,4,Gazipur,Kaliganj,23.92,90.57,BAU,48.97713878831414,53.92338647538255,59.96595922773328,58.14506856867405,42.59333978867733,52.09974016313011,At-Risk
2028-01-01,2028,1,1,5,Gazipur,Kapasia,24.08,90.57,BAU,46.198621998248605,28.17471707415049,25.194054292326967,53.955512346677345,20.951776839752714,36.4944841243224,Moderate
2028-04-01,2028,4,2,5,Gazipur,Kapasia,24.08,90.57,BAU,40.91781519857711,27.52451480868085,52.45367326116798,57.19233147423138,21.40834677398551,38.92038055956034,Moderate
2028-07-01,2028,7,3,5,Gazipur,Kapasia,24.08,90.57,BAU,23.367692674486857,24.679712311888064,38.37398243641964,42.43474342503069,20.840443429208136,27.549682817167604,Moderate
2028-10-01,2028,10,4,5,Gazipur,Kapasia,24.08,90.57,BAU,34.84295480019662,29.433210098414364,34.00735706515873,44.02530397821627,20.44890928690854,32.709215161019195,Moderate
2028-01-01,2028,1,1,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,83.8566889059878,87.749970390461,63.705687047035845,85.52730753430893,92.0449284465335,82.59724205418384,Critical
2028-04-01,2028,4,2,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,70.7272533408944,81.05778836677601,94.12145422142889,83.19423145567048,92.0449284465335,80.35828302310733,Critical
2028-07-01,2028,7,3,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,44.89478921019969,76.88020692312934,84.51033972444051,76.74074233023322,90.20634139644149,66.67948301454061,At-Risk
2028-10-01,2028,10,4,6,Narayanganj,Narayanganj Sadar,23.62,90.5,BAU,65.26872727896176,87.90762389574786,80.22682850681362,83.66874590775556,75.92685810356137,75.96907082700861,Critical
2028-01-01,2028,1,1,7,Narayanganj,Bandar,23.6,90.52,BAU,75.87927485878055,66.74821677902636,57.15363007770343,68.98571011377776,61.541323158439255,68.52646469763225,At-Risk
